,stars
761667,1
933676,4
5184141,5
3641970,4
4471834,5
4028859,5
4153672,5
1717460,1
182730,4
867907,4
4084194,5
2968750,5
3472495,4
3522028,3
4072033,4
2131460,4
4078102,1
3162160,2
2913265,1
2570472,5
3977891,3
2271872,5
1138017,4
1142082,5
3378771,4
4260094,5
2226341,4
4385912,4
2494229,5
4115277,5
2701038,4
1486545,5
1779130,4
1664073,5
3525179,5
2641715,3
2092293,4
1931436,2
3827561,4
3811216,3
470722,5
610736,5
829048,5
5240203,1
3192828,4
2145771,3
1564457,1
2048748,5
745739,5
691915,4
4166330,4
1294631,4
2125675,2
537932,1
282540,4
4996561,4
3751014,5
3671698,4
3045517,2
1625143,2
4488638,5
4527622,4
2813351,5
3108025,5
1576616,5
4315453,5
1028343,2
1000164,2
2354929,2
2201320,5
1814723,4
1073496,1
4062348,3
1646163,5
1359524,5
666057,5
5158239,4
543854,5
4056057,2
2109500,4
1305037,1
4772679,3
1612325,5
1983635,5
4513551,5
2725907,4
2551163,5
2161385,2
3984519,4
1515254,4
4367793,4
833680,1
514865,4
3545020,4
3285475,2
4946702,5
1347770,4
2274789,1
3210051,2
2456213,5
4130840,5
2793875,5
1040967,4
1584244,4
2773872,1
760148,4
1822759,2
1249737,5
2342349,5
2778744,1
4290893,1
1169462,5
328268,5
3037633,5
4341540,5
1921537,4
3817577,5
693387,3
4167999,5
4506713,5
465494,5
705896,3
2368708,1
4328992,4
4784856,4
4740973,5
661304,5
650244,5
3982472,4
1469328,1
2292476,5
2315957,4
669641,3
2949388,1
4515024,5
5045750,4
543873,1
3581263,5
250317,1
3667371,1
3953543,1
4704881,5
3650635,5
2766025,5
3885565,5
2457459,5
323118,5
717556,5
3074689,4
1002201,5
343526,5
4422302,4
3549213,5
3610637,5
3789214,2
2279822,4
1756598,4
4006460,3
2901736,4
838827,5
4145228,2
3119449,5
2810749,5
3302937,2
2902928,3
1565237,5
1730185,3
4988932,4
1362747,5
3857571,5
3591760,5
5041396,2
1786571,5
2304846,5
2630324,4
1111682,4
4490437,5
4184607,4
4038762,3
1251880,5
4922337,1
4568909,5
2194373,2
1404336,5
2515490,1
5109351,5
3855535,4
1766518,2
1836877,2
894324,5
1771567,4
3617868,4
1643544,5
4110301,5
605368,5
3602896,5
413773,4
579192,3
2547994,3
3975540,5
3304265,3
4950192,5
520657,1
4923503,5
4884298,5
1025080,4
4910086,4
3864070,4
1362585,3
180505,5
2841295,2
4334602,5
1311729,4
1601760,4
742710,5
2526233,3
968229,5
529456,5
2669372,2
1561453,5
4432675,4
3082195,5
1302034,5
838044,4
4594138,5
3050180,4
1082219,5
1362527,2
4375332,5
4715884,4
3763537,1
2729224,5
2239023,5
3171052,5
5198529,4
4042709,3
4118557,1
3547836,4
3679337,5
2856478,5
659783,5
970937,5
3146539,5
922303,3
4206740,2
1848916,4
2299209,1
4693600,4
532444,5
23750,4
1575451,4
3827706,4
4564368,5
1822672,5
2128016,3
2724175,5
1875594,4
1432602,5
1629077,4
3725288,3
2068778,4
991747,1
4057381,1
426446,1
4806011,3
5245782,4
2181729,4
1657801,2
3796949,5
3880849,2
2532480,4
4598915,4
3279702,5
3063027,1
5068595,4
5093590,1
4538593,5
2554055,5
2585544,3
4289689,5
4430892,1
557702,5
153897,3
25357,1
2007870,5
715078,3
1919564,2
4783428,2
3607910,4
193673,5
4529545,5
1673626,5
693778,3
3943633,2
25214,3
2137914,5
2862621,4
1774658,5
259121,3
3264823,3
5052003,5
2530499,3
2164367,5
2029252,3
3684632,1
1946816,1
3889981,5
3809315,4
942632,2
4787455,5
4996833,5
4927198,5
1638864,3
4723865,5
4629652,4
1935498,2
5092636,1
1149945,4
4450541,4
3430313,5
3444089,4
4589962,5
4817495,2
1905895,2
1872308,5
2079388,3
1248582,4
3245120,5
5255592,4
5136654,2
4012879,1
1591657,4
834412,5
1924246,5
507446,5
3858537,5
4597916,2
4811219,5
4273311,5
5071268,5
296241,5
107051,5
1158894,4
3401259,5
3008233,5
3489242,5
3212101,3
2698716,4
2436122,1
79801,5
1117547,4
4163248,5
2766673,5
746465,5
864605,3
4088063,4
4984511,4
1024918,3
2983181,3
1299186,5
1020883,4
570458,5
104084,4
464166,1
2483225,5
1169315,5
4714412,1
3670311,5
5254032,5
4388911,3
3048990,4
1542978,4
4151332,5
1269167,4
4831797,5
372255,4
2436389,5
4612929,5
3969407,3
5211042,5
37869,4
3704380,5
3400556,4
3080374,5
2252950,5
177869,4
4676944,5
3984765,5
2959520,4
2717968,5
5009858,5
2403117,5
4320927,5
26456,5
2230119,4
1867290,5
762113,5
2590149,4
2776996,4
2734699,5
421582,1
2970998,5
4822505,5
3257045,4
5013353,5
3471086,5
2572511,1
1280499,3
3758290,4
3722113,4
2458741,4
676543,2
335458,5
2284713,5
307646,4
151599,5
2430864,5
1628135,5
3857951,5
4432271,1
3687722,4
4302698,5
4360065,5
1291231,5
2449425,4
2080465,1
3218795,5
4565017,5
1529917,5
89981,5
4543093,3
3266776,5
1410444,1
2872471,5
504833,1
3032661,5
654524,4
285342,1
572472,5
3150986,5
3667378,5
1908573,5
2851814,3
1601865,5
3562037,5
4563919,4
4820017,4
5260537,3
5071369,5
2171131,5
2279365,4
2110825,5
860441,5
1193919,4
1114916,5
4659700,4
3486533,2
2945665,5
5184828,4
3169799,5
4239165,1
2641775,4
361197,4
1855292,5
464365,4
2764342,5
3222874,1
622343,5
3856984,3
1980091,4
3289536,4
5087419,3
4212229,5
1555368,5
2275026,3
4696476,4
2867016,4
4216459,5
1859376,5
3187729,5
4292779,3
3610781,5
3913754,1
2940064,5
468188,4
4128105,5
3249819,5
1116440,3
4772103,1
3708209,1
1679322,3
2286671,5
3779183,1
262916,5
1501798,2
4419598,5
123271,3
4235357,5
3625133,5
1271406,5
3441070,1
2151416,4
2415655,5
2534046,1
1126218,5
607183,3
3710677,3
5064621,3
1340804,1
4574657,1
4225897,2
4698771,2
3609576,5
4184905,2
2719740,5
899009,4
2396412,1
3228695,5
4378784,5
1334155,4
456632,1
2082166,4
4203146,3
2059702,1
4517026,5
5051169,5
5244747,5
2390707,3
88345,4
3343067,5
3693426,2
1739735,5
126101,5
289692,5
5090459,5
3152626,3
690100,2
1571753,3
1189346,3
456258,5
4303037,4
3226660,3
1722835,5
561917,4
4205196,5
799887,1
3330105,5
3679168,5
2778585,5
2778620,3
4275999,5
2646042,4
202599,4
1287032,5
1294147,4
1334507,5
2561707,5
292682,5
4679706,4
1771560,3
1779592,5
4036254,4
4523197,5
1872132,2
345180,4
4752661,1
4430479,4
2230309,2
1874146,4
1500815,1
4305423,5
2334608,5
4951097,1
2433349,1
340521,4
4107106,5
792529,5
981145,4
4080144,1
3814191,5
1687259,5
2434991,5
363447,5
650382,5
3805902,5
3449557,4
3100325,5
3345018,5
3336394,5
1178978,5
2865085,5
5128407,5
1500470,1
4197316,2
2882672,3
1503472,4
2582347,5
1814085,2
4115253,5
3403511,4
3334817,5
1059576,2
4808961,4
420304,5
2429990,5
5234725,5
2358096,4
694901,4
2226941,5
12087,4
217220,5
109033,4
734214,2
1277597,3
349563,5
1940437,4
1759292,5
5164810,3
389712,4
4572558,5
5211055,5
4509236,3
894571,3
4320541,5
4655636,4
3915183,3
4169065,3
4826289,5
3964004,5
1967071,5
707813,3
1033380,4
1673605,5
3406921,5
3734578,1
1293157,4
1175983,4
2718370,4
2058770,5
1660414,2
2836996,5
3303366,4
431642,2
558573,4
1293390,1
3543491,2
1857134,5
3598723,5
776115,4
652315,5
539323,1
3127614,5
2210045,5
2249567,5
3370075,5
3781403,4
4388035,5
3885160,5
5056061,3
4612167,1
3367192,4
3719762,4
626861,4
637304,5
2717245,5
1459561,4
1397628,3
1241697,5
4219279,5
887644,4
1114789,5
1385355,2
1744894,5
2863087,5
4163126,4
3045928,5
4420120,5
772108,2
2077020,5
2808853,4
3596509,1
3745297,5
1040393,3
5095591,3
3593673,5
3390093,5
4378216,4
4867390,4
2920878,5
4997539,4
1403616,5
1730434,4
2775154,5
2909971,3
3776671,5
3358476,4
292159,4
3529710,1
4446818,2
943608,2
4222544,1
3337475,5
2776791,5
3166905,1
4772512,5
1672158,5
3777481,4
4479005,4
3336316,2
27938,1
4285325,5
2765253,3
338274,5
951636,4
806320,4
3541352,5
2480053,5
5145427,4
2167349,5
3927215,5
3766120,3
3643228,2
3702780,5
2851527,5
1579107,4
3891599,1
4896832,4
2343661,5
4309706,5
5223045,3
530088,5
3852015,1
4283400,4
5155506,5
1708707,5
642578,4
4670543,5
2651611,5
743843,2
4035286,2
1620960,2
4216526,4
2410767,1
3949120,3
2083169,1
735328,3
4799600,5
2585995,5
264364,5
3059895,1
2007138,4
3257273,3
3817326,2
1555512,5
3849316,1
4770117,4
4451626,5
358885,5
1901734,5
448074,5
2058758,4
4664212,4
201824,5
1747803,5
5230015,5
2946345,4
1808840,1
1915286,5
4365644,4
551799,4
1554845,5
1975779,1
2098690,1
1299929,5
1658899,4
1299149,3
4096078,1
4066184,5
3185142,3
3143839,3
5057314,5
3215265,1
1298889,2
349500,5
2506218,5
2969274,4
3524568,3
2057700,5
879424,2
459931,3
3371349,3
4623130,5
467173,5
4959476,4
1849314,5
4952253,5
2472250,5
612341,5
276690,1
2346749,4
4720479,5
1448906,5
2096428,4
3760794,5
857724,4
2136944,2
1961524,5
4619065,3
3824526,1
4977038,5
2053095,1
3236430,4
5036949,5
1196890,2
947555,3
4607239,4
3926502,1
4169359,3
3264970,5
2553010,5
2148196,5
1454269,3
1722460,5
3520147,1
400671,5
4245475,5
2338776,5
2752221,5
4272134,2
4734582,1
3945483,5
4800786,5
1768873,5
4929433,5
406191,1
3400161,4
1328101,5
1202639,1
2643893,4
4966064,4
2711705,4
5153179,1
371203,4
4801622,5
2782879,3
3954052,4
1194992,3
519573,1
2359702,5
388108,5
835626,5
2242945,4
1590028,1
3198188,4
618911,5
1276113,5
291003,5
1095317,1
2595994,1
3556545,2
4776022,1
4408430,5
2040886,1
892352,3
4679816,5
3577648,4
1551069,4
1295851,3
3199302,1
1467559,5
2268844,4
2227743,4
4796607,1
656674,5
4173088,5
1181021,4
3682195,2
1070359,3
298718,4
4660915,5
4804698,3
1687974,5
2098094,2
2964516,3
1110284,5
1615225,1
1470473,1
724537,3
1786281,2
178596,4
2124420,4
631322,4
4558209,5
608838,5
4632677,3
4979300,3
1291786,4
5164595,5
4208630,5
1612120,3
4998491,4
3016244,2
976861,4
1330578,1
3212711,1
1168473,5
4249121,5
3512884,3
1064049,1
2680731,5
851700,1
2709781,4
1237852,3
411456,3
1508769,4
299342,5
2630038,5
888083,5
1075664,4
3065122,4
1926306,1
2461827,5
471744,5
3410832,3
2605814,5
316339,5
5077793,5
1273734,1
1987662,2
3813918,5
1198907,5
2058293,5
1165575,1
2415504,3
770611,5
5045254,5
4092527,5
4208533,5
2276614,5
4118511,1
2508868,5
2977391,4
4013168,4
78845,4
4031923,5
350086,3
4427282,5
4129515,4
3959887,4
3278876,5
4759034,4
741989,4
3640634,4
1136008,4
1507252,5
3463126,5
3043116,3
3716767,5
4729934,2
2720102,2
4175854,5
141268,4
1494067,5
2164628,5
2898543,5
292586,1
3787974,5
3505913,1
105270,4
112158,2
2150983,4
4852342,5
3490382,4
14018,4
726263,5
4117476,5
143410,5
3065547,1
3004470,3
3907677,5
36667,5
978956,4
3123542,4
4269826,5
1047018,1
4965440,5
3845090,4
2299014,5
1842366,1
3652257,4
2606495,5
1057398,1
339577,4
1151220,4
4829703,5
5158497,4
3936193,5
2505622,4
342176,4
2740466,2
4897545,3
4520186,5
3002178,3
4795475,5
2357649,3
595299,3
4178539,4
3477311,5
2387887,5
114023,2
2428059,3
3859723,5
2571377,2
1764224,1
2787683,5
2689870,3
1185714,4
2790495,1
616575,5
5259143,2
2999151,3
2796016,5
1769364,5
1762330,5
171733,5
2194695,4
4740237,5
3881627,4
193715,5
4866115,5
70105,5
4193376,5
4370728,3
1086237,5
1960700,1
3837236,5
5073717,4
4868159,3
718460,4
4334665,1
856602,3
292430,4
4053634,5
3206999,1
778577,5
1539902,1
2105287,4
1293750,5
20468,1
2836910,4
3340771,2
594728,5
2912603,5
763722,5
395797,5
4416556,5
3700405,4
3553414,3
2979574,1
2459689,3
4883668,4
2879262,5
5086963,5
2101841,1
4214212,3
5217426,4
377658,1
465258,5
4256561,5
510111,3
3323522,3
1479780,5
3604049,1
4094445,4
118375,4
1235244,4
1591367,5
2026002,5
386816,5
154815,5
979905,5
2311821,5
4932163,4
968410,2
4259866,5
4295539,5
4877328,1
657887,4
1713535,4
2363237,5
2943352,5
1058022,5
3586234,5
3733080,5
2748539,1
2947863,2
5216713,5
954074,1
4374581,5
4298823,4
4351941,5
3075810,5
3715123,1
3871506,1
2931061,4
5217067,2
3661707,4
522015,4
1144349,5
4729964,5
144915,4
1383936,4
2368540,4
1882274,5
2141385,5
99985,3
1467825,3
1098883,5
939859,2
948497,5
4400149,3
4269140,4
725207,2
3955283,1
416320,3
3638211,4
2386115,5
4932791,5
1697234,2
1083665,5
3087109,4
2150647,5
5166121,1
3498024,1
5187750,5
5144729,1
3409517,5
2215245,3
1568589,5
759025,5
1675882,1
1892246,4
4381804,2
238010,3
3712137,4
3684769,4
1273706,4
758441,2
2843437,5
2053471,5
4024233,2
2603094,5
4681026,4
2837480,5
857633,5
487201,5
178217,4
2472209,1
1529211,5
4269383,5
4202529,4
4896377,4
5174160,5
3443004,4
521176,2
4860950,2
2500479,2
141108,4
649698,5
4554958,3
628654,5
408708,2
4070280,4
3815428,5
3686499,5
3859700,5
3913137,1
4079464,5
2545955,4
2947319,5
4672866,5
4358581,5
3742440,1
3262409,2
1047147,1
852012,5
2872298,4
2980477,5
583693,3
4988165,4
4291074,4
675689,4
4852970,3
973443,4
3869860,3
2838147,1
4532734,5
3721379,4
3998683,2
239915,5
2382085,1
1308618,5
1319223,4
365787,1
114633,5
3111562,3
3746083,5
3303184,5
5231862,3
2180408,2
4325621,3
509282,4
772031,3
554092,4
2917465,5
1247695,4
1833667,3
190315,5
4096137,5
3993013,3
433157,5
2812500,3
2355600,4
3849996,5
793899,5
4639229,1
666689,3
3477341,3
3056594,5
2712489,5
4978677,4
2506438,4
4550348,5
1569897,5
4229029,1
1987757,3
4501108,1
2227375,1
3432864,1
1386296,5
3687490,4
2823033,4
1153852,1
2033015,1
2813769,5
2249983,5
1033671,5
4344552,1
1417745,3
2113535,2
3474220,1
1038794,2
1780317,5
1178108,1
3566417,5
4155453,5
3562117,2
335419,5
5230080,5
2193794,1
1534430,5
865084,4
3608094,5
1016308,3
3333485,5
3461702,1
4535484,3
2006298,5
1063794,4
3787912,4
5190011,3
3993125,5
2153923,5
3894948,5
4294634,4
701620,5
583295,4
19580,5
2049420,4
2849060,2
4553030,3
2677277,4
4301052,5
2923467,5
149790,5
3230646,4
2993619,5
552935,4
4439953,4
2603453,2
5067814,3
3882926,3
1133560,4
371603,5
1870666,4
3172274,4
4049432,5
997111,2
2454485,3
4250613,5
2901750,4
4973358,5
2066156,1
2974687,3
4990679,5
3594962,5
969097,2
1458635,2
1069974,3
4864206,5
3707354,1
3585944,5
4353196,5
1495811,5
3600703,4
4445811,2
255946,1
773942,5
3569487,5
1451906,5
1509649,5
3033134,5
3030683,5
685712,2
4964591,5
552981,2
505642,1
3506134,5
3877496,1
943796,5
4944967,2
5139691,4
1690332,4
3738456,5
516889,5
4414852,5
1078461,4
1983759,5
3731830,5
4815711,5
710577,5
4901192,1
696075,4
2241043,3
5198074,5
2405934,4
797933,1
4872643,4
2648422,1
4484579,4
3283401,4
1264914,3
4418960,5
32841,4
746255,4
5062110,2
3061515,4
4823098,5
2270015,5
3696975,5
817942,4
4543801,4
5219333,4
4930824,3
525151,5
98558,4
1147420,4
3752499,5
3388195,3
824177,5
4741756,3
2169466,5
3410198,3
5001505,5
1245699,4
1782112,4
1372589,5
1062675,3
5010308,4
990025,5
4380046,1
4351579,4
2948121,4
330421,4
686537,2
4116586,5
1036013,5
2573601,5
3358929,2
3812706,4
2108939,5
2496929,1
429009,4
625036,5
4375379,1
60416,3
4690373,5
2675003,3
188300,5
4277686,3
3267304,4
4945564,2
5086576,2
2452389,4
4311920,1
1519940,4
672824,5
2542949,1
4894162,5
1756675,5
4075877,3
2174077,4
1866779,5
3550166,4
2073659,5
4682167,5
57693,1
1023810,5
1923751,5
4245710,5
4658027,4
963398,5
2340015,1
3588512,5
4416943,2
3952622,3
3147215,5
2349606,5
3036262,5
1154510,4
4548216,5
2895725,5
4469285,5
1627534,4
4999497,4
280258,1
2225840,4
1432362,4
1241066,4
4160105,3
1238610,5
2363720,3
2948235,5
3461709,5
958647,5
4864851,4
2673188,2
4594128,5
1983096,5
2724302,5
255178,5
355007,5
3000237,1
75266,5
155955,5
496678,5
1603427,3
425435,5
736362,4
3581264,5
1323142,5
227010,4
1740617,1
1845489,4
1384278,3
3224419,5
2512419,4
1735632,4
5014156,4
3957585,5
3726882,5
4990719,1
283270,1
3601674,5
3808352,4
3338399,3
2790122,5
3212167,1
1203775,5
865936,3
3500535,5
3859711,5
488384,5
1413452,4
2018112,4
1467526,1
4072066,1
2420996,5
394173,5
4147096,5
5028158,5
5100647,5
1403804,4
1832658,5
3151435,5
1417297,4
4109659,5
2599165,5
5006402,4
4035910,4
4834960,5
2192519,2
4345413,5
3781570,2
2403845,2
3605004,5
2417256,5
4119884,2
123008,5
5197529,1
2984786,2
4370060,5
759593,5
3269341,5
3108011,1
1487757,1
4861759,4
350050,1
3622711,3
176945,5
3772954,5
2819857,1
4805705,3
4602932,4
2460700,2
1837071,5
1194719,5
370866,1
1620631,5
3899578,1
1029208,5
3033633,5
1174535,5
3842783,5
4547746,1
1429083,4
410600,3
1454573,5
122501,5
1579990,4
375336,1
3375337,5
4029076,2
3097438,5
2611943,4
832394,1
5046855,1
3600131,3
2750373,5
3757144,5
4725363,5
3906732,4
3841134,2
1829252,4
2421216,2
3186167,5
3992655,5
4801892,4
1970303,5
491467,4
1052142,5
3689835,3
504827,1
2202586,1
3760275,4
4350756,1
5109813,2
5186223,5
2727174,4
4745945,5
4391735,5
192130,4
4184499,4
2831138,1
4061369,2
4054503,5
3130404,5
2426947,5
2524248,4
1339073,4
1101636,1
3259861,4
2459207,5
1362262,3
3002959,1
1294708,5
2666207,5
5231152,5
3264903,1
4588777,3
3090754,3
2478300,5
2599680,5
3007724,4
205290,5
4239905,1
4587630,5
2415571,4
1047390,4
690345,5
2429497,3
418226,1
1064242,4
1966083,5
4429259,5
2914366,1
1774021,1
1983422,1
1843311,4
1489781,3
4331297,4
410930,5
1964991,3
4048185,2
4478820,2
3944567,1
3046024,5
1957558,5
1968048,5
3129020,4
1720602,1
4485488,3
1456945,2
4107797,5
117495,5
1980211,1
4066419,4
608339,4
481648,4
4031743,5
868198,3
1132097,5
2954953,3
4043653,3
2880305,5
1758404,3
2160837,2
3440925,5
4901585,3
128877,2
3042495,4
2955066,5
1042516,3
2473128,4
686378,4
3755826,5
1316375,4
4564152,2
316741,4
4668223,3
2241091,5
1466209,4
1444240,2
3924923,5
3771659,4
1418040,1
698258,3
3905834,3
4068233,5
4555586,5
2379348,5
1176072,5
2815512,5
4700545,4
871089,2
3487031,3
1237346,5
4307131,1
1803631,5
2803393,5
318018,4
475592,5
1759686,5
3129789,2
4575607,5
2344054,5
3798589,2
468135,5
4260674,3
5209451,5
1410246,4
3245778,5
2887632,1
1972832,1
1242784,3
1849423,4
2193222,4
1133897,5
3340606,4
4496129,5
923625,5
3420626,1
3564851,4
1879016,4
1833483,5
2622981,4
4993057,4
3051206,4
4514109,4
4647037,4
3005568,1
1343087,1
5227966,4
1564865,4
503057,5
2961402,5
42263,5
4748870,5
2391726,5
585389,5
3183714,1
4378369,5
1947067,4
613775,4
2259064,4
4987425,5
2475261,3
2775843,1
2183603,5
372003,4
4325570,1
1958536,4
3371450,3
626334,2
1643534,5
520360,5
3987417,4
4640860,5
2006385,5
1599656,2
4617588,1
1288839,5
1554199,5
5212378,5
2439576,1
2507619,3
4189954,1
2555704,1
3272440,4
3727039,4
4819946,5
856402,5
3942017,5
4074836,3
698811,5
3342165,5
740386,1
3316449,5
1956913,3
3762805,5
5106713,5
254424,3
91069,5
1963718,1
4762059,5
953566,2
2795059,4
3788326,1
1618836,2
5251352,2
3331201,5
1328417,3
806721,5
3947207,1
4252227,1
3013539,4
3586597,5
5173936,5
1194398,4
5114945,3
2255822,5
1435510,4
90337,5
4468982,3
965198,4
4380641,4
1496045,4
2598541,5
577245,5
2915209,5
4044841,5
2657618,4
107883,5
198160,5
1449916,5
658482,4
4303540,5
4266169,3
4450949,2
3280554,1
4557844,4
4785055,5
5135231,4
4054016,4
3236504,3
4060608,5
3186864,4
322676,3
4775632,5
3033541,5
1472652,5
4867482,5
3205212,5
559805,4
3416850,3
1480245,5
1767540,5
2445295,5
4195671,5
2667397,5
2919471,2
527209,4
1713712,4
457112,4
1131674,1
4674223,4
4570059,5
2682378,4
5225662,1
2304086,2
3354194,3
292819,4
1206311,5
816605,5
1508136,5
1871308,1
1411346,1
4967344,5
4566742,1
1616791,4
3257032,5
4497804,5
4495425,4
4100692,5
1268049,1
1758641,5
4376944,4
3342204,5
1453907,1
5037039,5
1676141,5
4574473,2
2668655,3
3614058,2
581118,4
4149233,4
484907,4
4753177,5
76232,5
5160162,5
1103352,4
2894898,5
2534706,5
3643917,5
2403064,5
3258305,4
543725,5
289454,5
2590729,5
3998410,4
5113397,4
4276410,5
2932605,5
4506905,2
3177875,5
3064712,4
2538863,3
836747,4
45178,3
994511,5
320332,5
2047653,3
2934986,1
4890263,4
773863,4
2968175,5
93971,4
2255929,5
2797686,3
3513537,3
4088087,3
3198316,5
1658038,4
4136110,5
231598,1
5091909,5
1058540,4
1975660,1
4543384,5
4875686,4
2627559,1
4745478,1
3117000,5
3486054,5
911220,5
769586,1
1860940,4
2963737,5
1623994,5
167926,5
2410197,5
4327828,2
3136650,3
4381352,4
3846625,5
386936,5
3731954,4
907945,5
4659742,5
4315351,5
539498,4
1526974,5
319173,5
3028217,5
2203519,2
5260509,5
4124083,4
181485,4
1075046,4
3611687,4
3038498,2
776224,3
434299,4
3762762,2
3744420,5
2622145,5
383338,5
4025088,3
3584606,3
506089,4
2483607,1
166907,5
1101422,1
158841,3
4906235,5
1168962,2
2883686,4
4358863,4
285836,5
4452352,5
2560825,4
5126141,3
361365,5
2003306,5
2940871,5
1962497,4
282958,4
870187,5
940361,4
1752261,2
4250913,5
1679475,4
3349932,1
4131134,5
1755705,4
988267,4
574000,4
4407715,5
4998576,1
1792628,5
1359760,5
5021072,4
1302919,4
4536275,3
4583521,5
3483067,1
1833319,5
2127634,5
4282496,4
4209567,5
873795,5
2948589,5
2887496,4
4043503,3
3863850,5
529800,3
1439288,1
433870,1
2616658,1
3427397,5
149320,5
2446044,5
3376881,4
1396681,4
4582672,5
1090628,1
3124036,3
4013196,1
12324,4
668373,5
1927315,4
3142566,5
3860855,5
3221376,1
2075816,5
1962468,5
4980968,4
1962573,1
219066,5
4708524,3
4040592,5
295616,4
1380167,5
517144,3
2025966,5
4575212,2
2968052,4
1613746,4
3635195,3
1953603,3
3240354,4
1752160,5
4953724,5
3477083,1
4581207,5
4812459,5
4883445,5
1515886,5
1447436,5
3703383,5
138389,3
4051925,4
1638219,4
3432634,2
869694,5
4198050,4
4606566,1
2554410,4
3440687,1
1558669,1
951535,4
208739,5
5191920,5
4662620,5
4742491,5
4761177,5
3766887,3
9540,2
1307238,5
4456004,5
1695628,5
135427,3
2876649,3
3961294,5
1681561,5
4517803,3
427706,4
1444436,4
3267024,4
2388542,4
1427545,5
3759000,5
3940532,5
3066509,1
1309195,4
3641713,5
3540950,4
180535,5
1769209,5
2804312,4
2988741,1
3975130,3
2395686,1
4618161,5
1088726,4
4091150,5
4211308,4
3892317,1
3896520,3
1274343,3
1777316,5
465094,5
1394103,5
2414452,5
2130868,4
640155,5
4582878,1
23248,1
2100608,2
3843160,3
5022757,5
281062,5
1272340,5
780344,2
3661107,5
4903992,4
747860,5
966383,4
1591708,5
4115298,1
1317652,3
4020723,4
950086,4
5157335,2
4797649,4
1608342,5
1692891,5
3187365,5
363679,4
4195904,2
59416,5
3099610,4
450056,1
1365579,4
4012317,5
3340050,3
4453351,5
1673737,5
4286960,3
4565423,4
898923,5
1589766,5
3069134,4
1995863,5
3043295,5
84366,5
4629821,4
3074215,3
4511002,4
2160582,3
1251426,1
4864164,4
1169947,1
1213864,4
3480276,1
760180,5
3038807,4
4443361,5
77865,5
3699579,1
3838267,5
1489012,1
1881048,4
1316125,3
3529329,5
515067,3
1868012,5
3318793,5
4540222,5
1429453,5
320023,2
4934262,1
5013407,5
1706458,5
1965032,4
1459382,5
3259174,2
2677757,4
2256463,4
1490929,4
599119,5
602223,4
1465868,5
1869878,1
1139730,3
1922200,5
3594691,5
55596,5
4167663,4
2266047,5
4321895,5
103473,4
2633777,5
1527515,5
3623965,2
2928412,1
2082034,4
2041801,4
2626119,5
1936025,1
4672078,5
3256109,3
3436796,5
4382595,2
4324199,5
3589762,5
2066891,5
7248,5
814791,5
3439849,5
4560021,3
1147551,5
2999919,4
3418202,3
5077749,3
2406142,4
2359854,4
672276,4
1378821,3
4906207,5
4369434,5
5194806,2
595649,1
1769595,3
1776809,5
4203215,4
4912954,2
1636568,5
3025428,1
5041685,5
1882865,4
2050652,5
2455827,4
4989385,4
3528614,4
3148690,4
754229,4
835707,5
823967,3
2045543,4
525242,1
1332822,5
3441892,5
5104628,4
3673490,2
4194693,5
4864317,1
5234336,5
4793184,5
37741,5
831667,4
4403,3
519942,4
4306750,2
1820451,5
4370638,3
2443397,4
2320274,1
4996699,2
4249781,2
3834817,5
524804,5
1783647,5
3811656,5
2278947,4
693693,4
4865014,3
3181424,4
2215609,4
852563,4
2559894,5
662089,5
4934693,1
186742,1
3066946,4
2110988,5
3007371,5
919862,3
4614214,1
21398,4
3671702,3
2772556,5
3014926,5
2809032,1
4209190,5
2589966,5
931698,5
2111145,5
2210337,5
2792762,5
3512217,5
1217491,4
4745963,5
1508607,5
5249755,3
4981579,3
3634382,1
922258,1
2794412,5
5051627,5
3530428,2
4074519,1
3620179,5
1918910,2
2685985,4
2155855,4
874151,5
4063734,4
4980285,3
5211973,5
5153265,4
4667725,5
3218360,5
2198715,5
3639207,5
4181519,4
439217,5
176911,5
4691990,5
2740283,4
1291911,5
5063667,1
863980,5
5151622,5
4259648,5
4227781,1
2082555,3
1228906,3
1599148,5
493890,5
3569033,4
2895173,5
2767239,2
958281,1
2137378,5
2067269,3
1075180,5
57631,4
5193267,4
3659816,2
3977928,1
600840,3
2488883,5
2609679,4
868108,3
2751373,4
3548980,5
3498892,4
2066587,1
1074215,3
2462280,5
3633496,5
4496196,3
4391533,5
1127847,2
2092676,3
837025,2
2682670,2
4644251,4
4970300,5
255069,1
1157,5
1413218,2
3499117,4
373788,5
4963338,1
5183638,1
4348988,5
1258391,2
4516545,4
2349951,5
4791065,5
4741421,1
244250,4
4433050,3
98981,5
1848226,2
2090522,5
950150,5
1860976,5
3170476,5
67273,4
4029236,4
3132744,4
5038631,5
3803613,4
4299197,5
669917,2
2529563,1
4050011,4
1350654,1
1361879,3
3115934,4
2294968,3
247539,4
3056237,5
3326858,5
3086108,5
451669,3
4515247,5
4610161,4
2980426,4
4711263,5
3214258,2
2788328,4
1183713,5
3529973,3
3596497,5
1119185,4
907189,2
5105196,4
5198408,1
4170437,4
4259059,5
3190128,4
2575099,5
1822870,4
2721281,3
2258645,4
4846229,5
1216234,3
273938,4
1430601,3
3475604,5
2703678,5
3441937,5
3069477,5
982949,5
390240,5
3271883,4
3258141,5
4479186,3
1405760,3
5080773,1
3515319,2
3319041,4
5077497,5
1874761,1
457147,4
